Campaign_ID,Campaign_Name,Campaign_Type,Start_Date,End_Date,Region,Location,Channel,Budget,Spend,Leads_Generated,Leads_Converted,Conversion_Rate,Cost_Per_Lead,Year
2357,Paid Search - Google Ads 2022,Paid Search,2022-05-18,2022-06-08,North America,"New York, NY",Google Ads,66022.0,49653.0,437,156,35.7,113.62,2022
2358,Paid Search - Bing Ads 2022,Paid Search,2022-04-01,2022-05-20,APAC,"Seoul, KR",Bing Ads,38790.0,27964.0,230,91,39.57,121.58,2022
2359,Content - Case Study 2022,Content,2022-09-16,2022-10-14,North America,"Dallas, TX",Case Study,7866.0,6872.0,148,18,12.16,46.43,2022
2360,SEO - Organic Search 2022,SEO,2022-12-16,2022-12-31,North America,"Dallas, TX",Organic Search,19228.0,12953.0,45,9,20.0,287.84,2022
2361,Webinar - Product Demo 2022,Webinar,2022-05-15,2022-06-26,APAC,"Bengaluru, IN",Product Demo,32796.0,30178.0,71,34,47.89,425.04,2022
2362,Webinar - Product Demo 2022,Webinar,2022-05-13,2022-07-08,North America,"New York, NY",Product Demo,24817.0,23477.0,670,375,55.97,35.04,2022
2363,Webinar - Thought Leadership 2022,Webinar,2022-11-10,2022-12-15,APAC,"Bengaluru, IN",Thought Leadership,44721.0,35544.0,186,95,51.08,191.1,2022
2364,Paid Search - Bing Ads 2022,Paid Search,2022-02-23,2022-03-09,EMEA,"Berlin, DE",Bing Ads,55183.0,40785.0,441,182,41.27,92.48,2022
2365,Paid Search - Bing Ads 2022,Paid Search,2022-01-06,2022-01-27,North America,"New York, NY",Bing Ads,73950.0,63182.0,537,163,30.35,117.66,2022
2366,Content - Blog 2022,Content,2022-02-13,2022-02-27,EMEA,"Paris, FR",Blog,13393.0,10622.0,250,35,14.0,42.49,2022
2367,Paid Search - Google Ads 2022,Paid Search,2022-04-01,2022-05-06,North America,"New York, NY",Google Ads,48924.0,37281.0,334,125,37.43,111.62,2022
2368,Paid Search - Bing Ads 2022,Paid Search,2022-10-16,2022-12-11,North America,"Toronto, ON",Bing Ads,21341.0,21341.0,157,75,47.77,135.93,2022
2369,Paid Search - Google Ads 2022,Paid Search,2022-11-21,2022-12-31,EMEA,"Paris, FR",Google Ads,62220.0,51463.0,235,122,51.91,218.99,2022
2370,Paid Search - Bing Ads 2022,Paid Search,2022-08-18,2022-09-15,North America,"Toronto, ON",Bing Ads,62703.0,54048.0,194,63,32.47,278.6,2022
2371,Paid Search - Google Ads 2022,Paid Search,2022-06-01,2022-07-06,North America,"Dallas, TX",Google Ads,29481.0,20876.0,425,193,45.41,49.12,2022
2372,Webinar - Product Demo 2022,Webinar,2022-08-26,2022-10-21,North America,"San Jose, CA",Product Demo,45326.0,33775.0,807,400,49.57,41.85,2022
2373,SEO - Organic Search 2022,SEO,2022-12-24,2022-12-31,APAC,"Tokyo, JP",Organic Search,8116.0,8116.0,48,6,12.5,169.08,2022
2374,Webinar - Product Demo 2022,Webinar,2022-02-23,2022-04-13,APAC,"Seoul, KR",Product Demo,30491.0,25507.0,577,302,52.34,44.21,2022
2375,Referral - Partner Program 2022,Referral,2022-07-28,2022-09-08,EMEA,"Amsterdam, NL",Partner Program,4042.0,3257.0,812,278,34.24,4.01,2022
2376,Paid Search - Google Ads 2022,Paid Search,2022-04-26,2022-05-17,APAC,"Tokyo, JP",Google Ads,24876.0,22969.0,480,199,41.46,47.85,2022
2377,Email - Drip Sequence 2022,Email,2022-02-13,2022-03-20,EMEA,"Amsterdam, NL",Drip Sequence,4302.0,4302.0,201,43,21.39,21.4,2022
2378,Webinar - Thought Leadership 2022,Webinar,2022-06-29,2022-08-10,North America,"New York, NY",Thought Leadership,47532.0,41022.0,163,58,35.58,251.67,2022
2379,Social - Facebook Ads 2022,Social,2022-03-08,2022-04-19,North America,"Toronto, ON",Facebook Ads,20314.0,12620.0,199,31,15.58,63.42,2022
2380,Email - Newsletter 2022,Email,2022-07-29,2022-09-02,North America,"San Jose, CA",Newsletter,3214.0,2373.0,145,13,8.97,16.37,2022
2381,Webinar - Thought Leadership 2022,Webinar,2022-05-26,2022-06-16,North America,"Chicago, IL",Thought Leadership,17965.0,14953.0,251,105,41.83,59.57,2022
2382,Content - Case Study 2022,Content,2022-04-16,2022-05-28,EMEA,"Berlin, DE",Case Study,10676.0,10676.0,269,46,17.1,39.69,2022
2383,Paid Search - Bing Ads 2022,Paid Search,2022-08-24,2022-09-14,APAC,"Bengaluru, IN",Bing Ads,78144.0,74202.0,266,134,50.38,278.95,2022
2384,Email - Drip Sequence 2022,Email,2022-04-24,2022-05-08,North America,"Toronto, ON",Drip Sequence,3546.0,2908.0,292,52,17.81,9.96,2022
2385,Email - Newsletter 2022,Email,2022-07-28,2022-09-15,North America,"New York, NY",Newsletter,3033.0,2085.0,158,20,12.66,13.2,2022
2386,Email - Newsletter 2022,Email,2022-06-20,2022-08-01,APAC,"Tokyo, JP",Newsletter,3553.0,3027.0,111,21,18.92,27.27,2022
2387,Webinar - Thought Leadership 2022,Webinar,2022-03-15,2022-04-05,APAC,"Seoul, KR",Thought Leadership,33813.0,30017.0,351,155,44.16,85.52,2022
2388,Content - Case Study 2022,Content,2022-05-29,2022-07-17,North America,"Toronto, ON",Case Study,5423.0,4238.0,179,33,18.44,23.68,2022
2389,SEO - Organic Search 2022,SEO,2022-12-01,2022-12-22,North America,"Dallas, TX",Organic Search,15115.0,14271.0,38,8,21.05,375.55,2022
2390,Paid Search - Google Ads 2022,Paid Search,2022-02-14,2022-03-28,EMEA,"Paris, FR",Google Ads,67899.0,52709.0,381,132,34.65,138.34,2022
2391,Social - LinkedIn Ads 2022,Social,2022-10-04,2022-11-22,North America,"San Jose, CA",LinkedIn Ads,6454.0,6116.0,267,39,14.61,22.91,2022
2392,Events - Field Event 2022,Events,2022-06-12,2022-07-03,EMEA,"Dublin, IE",Field Event,110781.0,84443.0,335,129,38.51,252.07,2022
2393,Webinar - Product Demo 2022,Webinar,2022-07-24,2022-08-14,EMEA,"London, UK",Product Demo,22315.0,22315.0,445,230,51.69,50.15,2022
2394,Paid Search - Google Ads 2022,Paid Search,2022-06-21,2022-08-16,North America,"New York, NY",Google Ads,37601.0,35398.0,154,66,42.86,229.86,2022
2395,Content - Case Study 2022,Content,2022-12-19,2022-12-31,EMEA,"Amsterdam, NL",Case Study,7589.0,7497.0,244,42,17.21,30.73,2022
2396,Webinar - Product Demo 2022,Webinar,2022-09-09,2022-11-04,EMEA,"Amsterdam, NL",Product Demo,27443.0,23555.0,656,344,52.44,35.91,2022
2397,Paid Search - Bing Ads 2022,Paid Search,2022-11-29,2022-12-27,APAC,"Sydney, AU",Bing Ads,24889.0,19263.0,584,313,53.6,32.98,2022
2398,Social - LinkedIn Ads 2022,Social,2022-10-10,2022-12-05,APAC,"Sydney, AU",LinkedIn Ads,18715.0,14720.0,337,34,10.09,43.68,2022
2399,Events - Field Event 2022,Events,2022-01-03,2022-01-17,EMEA,"Dublin, IE",Field Event,91401.0,73955.0,182,66,36.26,406.35,2022
2400,Social - Facebook Ads 2022,Social,2022-08-29,2022-09-26,APAC,"Bengaluru, IN",Facebook Ads,19585.0,19585.0,115,14,12.17,170.3,2022
2401,Social - X Promoted 2022,Social,2022-06-13,2022-07-11,APAC,"Bengaluru, IN",X Promoted,24200.0,22056.0,120,19,15.83,183.8,2022
2402,Events - Field Event 2022,Events,2022-05-22,2022-06-05,APAC,"Bengaluru, IN",Field Event,109311.0,60859.0,205,75,36.59,296.87,2022
2403,Social - Facebook Ads 2022,Social,2022-08-18,2022-09-08,North America,"New York, NY",Facebook Ads,10004.0,8142.0,61,8,13.11,133.48,2022
2404,Events - Field Event 2022,Events,2022-12-22,2022-12-29,EMEA,"Amsterdam, NL",Field Event,95930.0,93083.0,541,116,21.44,172.06,2022
2405,Email - Drip Sequence 2022,Email,2022-09-09,2022-09-23,North America,"Chicago, IL",Drip Sequence,3561.0,2454.0,121,14,11.57,20.28,2022
2406,Paid Search - Bing Ads 2022,Paid Search,2022-03-04,2022-04-08,EMEA,"Paris, FR",Bing Ads,50753.0,50753.0,401,182,45.39,126.57,2022
2407,Paid Search - Google Ads 2022,Paid Search,2022-05-06,2022-07-01,APAC,"Singapore, SG",Google Ads,48231.0,46699.0,301,141,46.84,155.15,2022
2408,Paid Search - Bing Ads 2022,Paid Search,2022-12-02,2022-12-31,EMEA,"Berlin, DE",Bing Ads,41801.0,38486.0,443,171,38.6,86.88,2022
2409,SEO - Organic Search 2022,SEO,2022-05-10,2022-06-07,APAC,"Singapore, SG",Organic Search,10398.0,10398.0,47,7,14.89,221.23,2022
2410,Paid Search - Bing Ads 2022,Paid Search,2022-11-14,2022-11-28,APAC,"Tokyo, JP",Bing Ads,48176.0,40538.0,221,102,46.15,183.43,2022
2411,Events - Field Event 2022,Events,2022-11-18,2022-12-09,North America,"San Jose, CA",Field Event,107066.0,105466.0,544,129,23.71,193.87,2022
2412,Webinar - Product Demo 2022,Webinar,2022-03-13,2022-04-03,North America,"San Jose, CA",Product Demo,29056.0,23275.0,379,183,48.28,61.41,2022
2413,Events - Field Event 2022,Events,2022-04-13,2022-04-20,APAC,"Singapore, SG",Field Event,121643.0,98764.0,329,109,33.13,300.19,2022
2414,Email - Newsletter 2022,Email,2022-04-19,2022-05-03,EMEA,"Paris, FR",Newsletter,4395.0,3731.0,290,24,8.28,12.87,2022
2415,Referral - Partner Program 2022,Referral,2022-05-17,2022-06-21,EMEA,"Paris, FR",Partner Program,2368.0,2368.0,725,343,47.31,3.27,2022
2416,Events - Trade Show 2022,Events,2022-09-06,2022-09-13,APAC,"Bengaluru, IN",Trade Show,38254.0,31459.0,149,36,24.16,211.13,2022
2417,SEO - Organic Search 2022,SEO,2022-10-08,2022-10-29,EMEA,"Paris, FR",Organic Search,10110.0,7502.0,286,54,18.88,26.23,2022
2418,Email - Newsletter 2022,Email,2022-05-22,2022-06-12,EMEA,"Dublin, IE",Newsletter,7703.0,6162.0,137,19,13.87,44.98,2022
2419,Webinar - Thought Leadership 2022,Webinar,2022-09-17,2022-10-08,EMEA,"London, UK",Thought Leadership,44019.0,39238.0,182,108,59.34,215.59,2022
2420,Events - Trade Show 2022,Events,2022-06-06,2022-06-27,APAC,"Seoul, KR",Trade Show,144193.0,110348.0,583,197,33.79,189.28,2022
2421,Email - Drip Sequence 2022,Email,2022-01-05,2022-01-26,EMEA,"Amsterdam, NL",Drip Sequence,3301.0,2168.0,69,13,18.84,31.42,2022
2422,Email - Drip Sequence 2022,Email,2022-03-27,2022-04-24,APAC,"Sydney, AU",Drip Sequence,10268.0,10268.0,265,51,19.25,38.75,2022
2423,Paid Search - Bing Ads 2022,Paid Search,2022-12-27,2022-12-31,EMEA,"Dublin, IE",Bing Ads,21778.0,13950.0,186,101,54.3,75.0,2022
2424,SEO - Organic Search 2022,SEO,2022-09-02,2022-10-07,EMEA,"London, UK",Organic Search,14286.0,11604.0,68,11,16.18,170.65,2022
2425,Events - Trade Show 2022,Events,2022-09-19,2022-10-03,EMEA,"Paris, FR",Trade Show,69293.0,64355.0,225,42,18.67,286.02,2022
2426,Webinar - Product Demo 2022,Webinar,2022-10-23,2022-11-20,North America,"New York, NY",Product Demo,25195.0,21005.0,263,95,36.12,79.87,2022
2427,Social - X Promoted 2022,Social,2022-10-16,2022-11-06,North America,"Chicago, IL",X Promoted,25637.0,25234.0,158,34,21.52,159.71,2022
2428,Webinar - Product Demo 2022,Webinar,2022-10-23,2022-11-20,APAC,"Bengaluru, IN",Product Demo,35167.0,27029.0,241,89,36.93,112.15,2022
2429,Events - Field Event 2022,Events,2022-10-01,2022-10-22,APAC,"Singapore, SG",Field Event,48715.0,44149.0,738,243,32.93,59.82,2022
2430,Webinar - Thought Leadership 2022,Webinar,2022-01-28,2022-02-11,North America,"Chicago, IL",Thought Leadership,12124.0,10771.0,442,192,43.44,24.37,2022
2431,Paid Search - Bing Ads 2022,Paid Search,2022-09-07,2022-09-21,EMEA,"London, UK",Bing Ads,71509.0,51131.0,126,48,38.1,405.8,2022
2432,Referral - Partner Program 2022,Referral,2022-09-30,2022-11-18,APAC,"Seoul, KR",Partner Program,3527.0,3400.0,720,278,38.61,4.72,2022
2433,Social - Facebook Ads 2022,Social,2022-06-09,2022-07-21,EMEA,"Amsterdam, NL",Facebook Ads,15196.0,10942.0,221,36,16.29,49.51,2022
2434,Webinar - Product Demo 2022,Webinar,2022-08-15,2022-09-19,North America,"Chicago, IL",Product Demo,47486.0,41587.0,300,105,35.0,138.62,2022
2435,Events - Field Event 2022,Events,2022-09-12,2022-10-03,APAC,"Bengaluru, IN",Field Event,147780.0,147780.0,194,70,36.08,761.75,2022
2436,Content - eBook 2022,Content,2022-03-19,2022-04-02,North America,"Chicago, IL",eBook,4884.0,3578.0,198,37,18.69,18.07,2022
2437,Webinar - Product Demo 2022,Webinar,2022-09-06,2022-11-01,North America,"New York, NY",Product Demo,33645.0,28953.0,686,268,39.07,42.21,2022
2438,Webinar - Thought Leadership 2022,Webinar,2022-07-31,2022-08-28,EMEA,"Amsterdam, NL",Thought Leadership,11913.0,11803.0,227,106,46.7,52.0,2022
2439,Paid Search - Bing Ads 2022,Paid Search,2022-03-07,2022-04-25,APAC,"Bengaluru, IN",Bing Ads,39995.0,37733.0,306,105,34.31,123.31,2022
2440,Display - Programmatic 2022,Display,2022-11-21,2022-12-12,North America,"Toronto, ON",Programmatic,18977.0,17401.0,9,0,0.0,1933.44,2022
2441,Paid Search - Bing Ads 2022,Paid Search,2022-01-19,2022-02-23,EMEA,"Paris, FR",Bing Ads,67895.0,60286.0,107,57,53.27,563.42,2022
2442,Events - Field Event 2022,Events,2022-06-25,2022-07-16,EMEA,"Paris, FR",Field Event,31439.0,24326.0,324,125,38.58,75.08,2022
2443,Webinar - Thought Leadership 2022,Webinar,2022-01-29,2022-03-19,APAC,"Sydney, AU",Thought Leadership,18284.0,18284.0,336,150,44.64,54.42,2022
2444,Email - Newsletter 2022,Email,2022-12-26,2022-12-31,EMEA,"Berlin, DE",Newsletter,5254.0,5164.0,367,68,18.53,14.07,2022
2445,Email - Drip Sequence 2022,Email,2022-03-16,2022-05-04,EMEA,"Berlin, DE",Drip Sequence,7251.0,6465.0,276,41,14.86,23.42,2022
2446,Email - Newsletter 2022,Email,2022-04-30,2022-06-18,EMEA,"London, UK",Newsletter,2567.0,1982.0,187,39,20.86,10.6,2022
2447,Email - Drip Sequence 2022,Email,2022-11-24,2022-12-31,EMEA,"Amsterdam, NL",Drip Sequence,2289.0,1588.0,149,30,20.13,10.66,2022
2448,Paid Search - Google Ads 2022,Paid Search,2022-08-07,2022-10-02,North America,"Chicago, IL",Google Ads,55221.0,46361.0,415,192,46.27,111.71,2022
2449,Paid Search - Google Ads 2022,Paid Search,2022-08-08,2022-09-05,North America,"New York, NY",Google Ads,30346.0,24787.0,335,108,32.24,73.99,2022
2450,Display - Programmatic 2022,Display,2022-07-08,2022-07-22,EMEA,"London, UK",Programmatic,32920.0,30030.0,11,0,0.0,2730.0,2022
2451,Social - LinkedIn Ads 2022,Social,2022-08-08,2022-09-05,North America,"New York, NY",LinkedIn Ads,8266.0,8266.0,204,42,20.59,40.52,2022
2452,Social - Facebook Ads 2022,Social,2022-08-17,2022-09-21,EMEA,"Paris, FR",Facebook Ads,10271.0,6957.0,232,32,13.79,29.99,2022
2453,Email - Drip Sequence 2022,Email,2022-12-11,2022-12-31,APAC,"Tokyo, JP",Drip Sequence,5835.0,4168.0,249,25,10.04,16.74,2022
2454,Content - eBook 2022,Content,2022-05-21,2022-07-09,EMEA,"Paris, FR",eBook,10967.0,10967.0,257,37,14.4,42.67,2022
2455,Paid Search - Bing Ads 2022,Paid Search,2022-01-06,2022-02-24,North America,"Dallas, TX",Bing Ads,75244.0,75244.0,439,201,45.79,171.4,2022
2456,Webinar - Thought Leadership 2022,Webinar,2022-09-20,2022-10-18,APAC,"Sydney, AU",Thought Leadership,52395.0,52395.0,387,138,35.66,135.39,2022
2457,Paid Search - Bing Ads 2022,Paid Search,2022-07-25,2022-09-12,North America,"Chicago, IL",Bing Ads,33695.0,33695.0,478,170,35.56,70.49,2022
2458,Paid Search - Bing Ads 2022,Paid Search,2022-10-23,2022-12-18,North America,"Chicago, IL",Bing Ads,60883.0,52433.0,363,162,44.63,144.44,2022
2459,Paid Search - Bing Ads 2022,Paid Search,2022-09-30,2022-10-14,EMEA,"Amsterdam, NL",Bing Ads,67664.0,54293.0,221,100,45.25,245.67,2022
2460,Paid Search - Bing Ads 2022,Paid Search,2022-11-09,2022-12-28,North America,"New York, NY",Bing Ads,78037.0,71195.0,276,94,34.06,257.95,2022
2461,Content - Blog 2022,Content,2022-03-22,2022-05-03,North America,"San Jose, CA",Blog,6730.0,4340.0,242,32,13.22,17.93,2022
2462,SEO - Organic Search 2022,SEO,2022-10-22,2022-11-05,North America,"Dallas, TX",Organic Search,19024.0,19024.0,25,5,20.0,760.96,2022
2463,Webinar - Product Demo 2022,Webinar,2022-07-03,2022-07-24,EMEA,"Amsterdam, NL",Product Demo,15815.0,15815.0,612,230,37.58,25.84,2022
2464,Email - Drip Sequence 2022,Email,2022-12-22,2022-12-31,APAC,"Tokyo, JP",Drip Sequence,3507.0,3366.0,223,35,15.7,15.09,2022
2465,Email - Newsletter 2022,Email,2022-11-29,2022-12-31,APAC,"Bengaluru, IN",Newsletter,6484.0,6484.0,121,10,8.26,53.59,2022
2466,Paid Search - Google Ads 2022,Paid Search,2022-06-27,2022-07-25,APAC,"Tokyo, JP",Google Ads,65660.0,65660.0,325,137,42.15,202.03,2022
2467,Events - Field Event 2022,Events,2022-08-04,2022-08-11,APAC,"Sydney, AU",Field Event,148671.0,114639.0,563,204,36.23,203.62,2022
2468,SEO - Organic Search 2022,SEO,2022-11-04,2022-12-16,North America,"Dallas, TX",Organic Search,17611.0,17611.0,147,25,17.01,119.8,2022
2469,Email - Drip Sequence 2022,Email,2022-11-18,2022-12-31,APAC,"Bengaluru, IN",Drip Sequence,4072.0,2753.0,211,30,14.22,13.05,2022
2470,Content - Blog 2022,Content,2022-04-04,2022-05-30,North America,"Chicago, IL",Blog,5052.0,5052.0,192,35,18.23,26.31,2022
2471,Email - Drip Sequence 2022,Email,2022-12-30,2022-12-31,APAC,"Singapore, SG",Drip Sequence,4182.0,3797.0,210,41,19.52,18.08,2022
2472,SEO - Organic Search 2022,SEO,2022-02-05,2022-04-02,APAC,"Sydney, AU",Organic Search,8032.0,5195.0,236,30,12.71,22.01,2022
2473,Paid Search - Google Ads 2022,Paid Search,2022-12-07,2022-12-31,EMEA,"Berlin, DE",Google Ads,50320.0,50320.0,166,59,35.54,303.13,2022
2474,Paid Search - Google Ads 2022,Paid Search,2022-11-02,2022-11-30,North America,"New York, NY",Google Ads,79178.0,54388.0,167,80,47.9,325.68,2022
2475,Email - Drip Sequence 2022,Email,2022-12-02,2022-12-31,North America,"New York, NY",Drip Sequence,7358.0,4669.0,205,40,19.51,22.78,2022
2476,Email - Newsletter 2022,Email,2022-10-30,2022-12-25,APAC,"Tokyo, JP",Newsletter,3857.0,3449.0,53,9,16.98,65.08,2022
2477,Paid Search - Bing Ads 2022,Paid Search,2022-05-11,2022-06-22,North America,"Dallas, TX",Bing Ads,40471.0,40146.0,328,143,43.6,122.4,2022
2478,Paid Search - Bing Ads 2022,Paid Search,2022-08-21,2022-09-04,APAC,"Seoul, KR",Bing Ads,29466.0,22488.0,109,50,45.87,206.31,2022
2479,Display - Programmatic 2022,Display,2022-08-15,2022-10-03,APAC,"Seoul, KR",Programmatic,17683.0,14118.0,72,6,8.33,196.08,2022
2480,Content - Blog 2022,Content,2022-10-08,2022-11-05,North America,"Dallas, TX",Blog,8510.0,7481.0,59,15,25.42,126.8,2022
2481,SEO - Organic Search 2022,SEO,2022-07-21,2022-09-01,North America,"Dallas, TX",Organic Search,9250.0,8383.0,99,16,16.16,84.68,2022
2482,Social - X Promoted 2022,Social,2022-10-07,2022-11-18,EMEA,"Berlin, DE",X Promoted,10419.0,8837.0,135,17,12.59,65.46,2022
2483,SEO - Organic Search 2022,SEO,2022-01-13,2022-03-10,North America,"Dallas, TX",Organic Search,19379.0,19379.0,133,17,12.78,145.71,2022
2484,Social - LinkedIn Ads 2022,Social,2022-08-24,2022-10-19,North America,"New York, NY",LinkedIn Ads,26092.0,21001.0,246,47,19.11,85.37,2022
2485,Social - LinkedIn Ads 2022,Social,2022-05-13,2022-05-27,North America,"Dallas, TX",LinkedIn Ads,26146.0,15237.0,197,39,19.8,77.35,2022
2486,Email - Newsletter 2022,Email,2022-01-01,2022-02-19,EMEA,"Berlin, DE",Newsletter,2347.0,2113.0,267,25,9.36,7.91,2022
2487,Content - eBook 2022,Content,2022-08-05,2022-09-16,North America,"San Jose, CA",eBook,14013.0,10618.0,85,10,11.76,124.92,2022
2488,Paid Search - Google Ads 2022,Paid Search,2022-05-14,2022-06-11,EMEA,"Dublin, IE",Google Ads,50028.0,49276.0,312,121,38.78,157.94,2022
2489,Webinar - Product Demo 2022,Webinar,2022-04-12,2022-06-07,APAC,"Singapore, SG",Product Demo,28702.0,27649.0,221,132,59.73,125.11,2022
2490,Events - Field Event 2022,Events,2022-11-18,2022-11-25,North America,"Dallas, TX",Field Event,127869.0,81623.0,352,78,22.16,231.88,2022
2491,Paid Search - Google Ads 2022,Paid Search,2022-11-05,2022-12-03,North America,"Toronto, ON",Google Ads,77132.0,77132.0,386,192,49.74,199.82,2022
2492,Email - Newsletter 2022,Email,2022-11-29,2022-12-31,APAC,"Bengaluru, IN",Newsletter,5892.0,4407.0,298,36,12.08,14.79,2022
2493,Paid Search - Bing Ads 2022,Paid Search,2022-09-01,2022-10-13,APAC,"Seoul, KR",Bing Ads,51889.0,45766.0,174,66,37.93,263.02,2022
2494,Content - Blog 2022,Content,2022-12-05,2022-12-31,North America,"San Jose, CA",Blog,11046.0,10453.0,204,28,13.73,51.24,2022
2495,Paid Search - Bing Ads 2022,Paid Search,2022-06-13,2022-06-27,North America,"Dallas, TX",Bing Ads,49281.0,42586.0,684,294,42.98,62.26,2022
2496,Email - Newsletter 2022,Email,2022-03-07,2022-04-11,APAC,"Tokyo, JP",Newsletter,3216.0,2808.0,145,27,18.62,19.37,2022
2497,Paid Search - Bing Ads 2022,Paid Search,2022-09-20,2022-11-08,EMEA,"Dublin, IE",Bing Ads,29117.0,28712.0,702,210,29.91,40.9,2022
2498,Email - Newsletter 2022,Email,2022-02-07,2022-02-28,APAC,"Seoul, KR",Newsletter,2440.0,2226.0,99,20,20.2,22.48,2022
2499,Events - Trade Show 2022,Events,2022-06-18,2022-07-09,EMEA,"Dublin, IE",Trade Show,36414.0,26068.0,509,97,19.06,51.21,2022
2500,Events - Field Event 2023,Events,2023-06-03,2023-06-24,EMEA,"Paris, FR",Field Event,50875.0,48842.0,716,145,20.25,68.22,2023
2501,Paid Search - Google Ads 2023,Paid Search,2023-05-06,2023-06-17,North America,"Dallas, TX",Google Ads,36212.0,32203.0,60,30,50.0,536.72,2023
2502,Events - Trade Show 2023,Events,2023-05-29,2023-06-12,APAC,"Seoul, KR",Trade Show,114553.0,101520.0,622,244,39.23,163.22,2023
2503,Email - Drip Sequence 2023,Email,2023-07-04,2023-08-01,EMEA,"Berlin, DE",Drip Sequence,6026.0,4645.0,75,8,10.67,61.93,2023
2504,Paid Search - Bing Ads 2023,Paid Search,2023-03-27,2023-04-24,North America,"Chicago, IL",Bing Ads,63473.0,50123.0,233,86,36.91,215.12,2023
2505,Events - Trade Show 2023,Events,2023-10-07,2023-10-14,North America,"Dallas, TX",Trade Show,84145.0,97296.0,305,93,30.49,319.0,2023
2506,SEO - Organic Search 2023,SEO,2023-12-25,2023-12-31,North America,"San Jose, CA",Organic Search,7978.0,7932.0,69,14,20.29,114.96,2023
2507,Webinar - Product Demo 2023,Webinar,2023-12-25,2023-12-31,APAC,"Tokyo, JP",Product Demo,37140.0,28148.0,367,189,51.5,76.7,2023
2508,Paid Search - Google Ads 2023,Paid Search,2023-06-06,2023-06-27,North America,"New York, NY",Google Ads,56053.0,46697.0,153,77,50.33,305.21,2023
2509,Paid Search - Google Ads 2023,Paid Search,2023-05-02,2023-06-20,North America,"New York, NY",Google Ads,62042.0,51902.0,86,31,36.05,603.51,2023
2510,Paid Search - Bing Ads 2023,Paid Search,2023-04-30,2023-06-18,North America,"San Jose, CA",Bing Ads,56579.0,56579.0,201,89,44.28,281.49,2023
2511,Email - Newsletter 2023,Email,2023-05-17,2023-07-12,EMEA,"Paris, FR",Newsletter,8092.0,7849.0,270,56,20.74,29.07,2023
2512,Content - Blog 2023,Content,2023-02-23,2023-03-23,North America,"Dallas, TX",Blog,8600.0,8600.0,176,40,22.73,48.86,2023
2513,SEO - Organic Search 2023,SEO,2023-12-05,2023-12-31,APAC,"Tokyo, JP",Organic Search,11962.0,9726.0,79,9,11.39,123.11,2023
2514,Paid Search - Bing Ads 2023,Paid Search,2023-10-10,2023-11-14,EMEA,"London, UK",Bing Ads,74008.0,65188.0,227,102,44.93,287.17,2023
2515,Paid Search - Google Ads 2023,Paid Search,2023-07-05,2023-07-26,APAC,"Tokyo, JP",Google Ads,59115.0,57602.0,355,108,30.42,162.26,2023
2516,Email - Drip Sequence 2023,Email,2023-07-31,2023-09-11,North America,"Chicago, IL",Drip Sequence,9170.0,8422.0,256,21,8.2,32.9,2023
2517,Referral - Partner Program 2023,Referral,2023-04-23,2023-05-28,North America,"Chicago, IL",Partner Program,4850.0,3101.0,371,168,45.28,8.36,2023
2518,SEO - Organic Search 2023,SEO,2023-08-21,2023-10-09,North America,"Chicago, IL",Organic Search,6590.0,6020.0,75,15,20.0,80.27,2023
2519,Social - Facebook Ads 2023,Social,2023-12-01,2023-12-31,North America,"Chicago, IL",Facebook Ads,18536.0,16032.0,150,30,20.0,106.88,2023
2520,Webinar - Product Demo 2023,Webinar,2023-06-22,2023-07-13,North America,"Chicago, IL",Product Demo,29483.0,27956.0,258,139,53.88,108.36,2023
2521,Events - Trade Show 2023,Events,2023-07-09,2023-07-30,EMEA,"Berlin, DE",Trade Show,127590.0,159487.0,660,244,36.97,241.65,2023
2522,Email - Drip Sequence 2023,Email,2023-06-29,2023-08-10,EMEA,"Berlin, DE",Drip Sequence,9279.0,9043.0,217,35,16.13,41.67,2023
2523,Social - X Promoted 2023,Social,2023-09-01,2023-09-15,North America,"San Jose, CA",X Promoted,27995.0,23972.0,150,32,21.33,159.81,2023
2524,Social - X Promoted 2023,Social,2023-01-23,2023-02-06,North America,"San Jose, CA",X Promoted,6781.0,5768.0,84,14,16.67,68.67,2023
2525,Webinar - Product Demo 2023,Webinar,2023-12-22,2023-12-31,APAC,"Singapore, SG",Product Demo,34054.0,19621.0,501,297,59.28,39.16,2023
2526,Email - Newsletter 2023,Email,2023-05-28,2023-06-25,North America,"San Jose, CA",Newsletter,7470.0,6060.0,195,24,12.31,31.08,2023
2527,Email - Drip Sequence 2023,Email,2023-02-01,2023-02-22,North America,"Dallas, TX",Drip Sequence,4606.0,4606.0,173,19,10.98,26.62,2023
2528,Events - Field Event 2023,Events,2023-11-08,2023-11-22,North America,"Dallas, TX",Field Event,75610.0,94101.0,488,151,30.94,192.83,2023
2529,Display - Programmatic 2023,Display,2023-02-14,2023-03-28,North America,"Toronto, ON",Programmatic,30465.0,26415.0,85,10,11.76,310.76,2023
2530,SEO - Organic Search 2023,SEO,2023-08-19,2023-10-07,North America,"San Jose, CA",Organic Search,7552.0,7552.0,268,56,20.9,28.18,2023
2531,Paid Search - Google Ads 2023,Paid Search,2023-08-08,2023-09-26,North America,"New York, NY",Google Ads,66336.0,66336.0,142,49,34.51,467.15,2023
2532,Referral - Partner Program 2023,Referral,2023-07-12,2023-08-23,North America,"Chicago, IL",Partner Program,4657.0,4155.0,490,232,47.35,8.48,2023
